district,block,klpid,school_name,dise_code,village,child_count,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,Village,District,Block,Date,Name of the school,KLP ID,Grama Panchayat,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q1,Q2,Q3,Q4,Q5,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Total
KOPPAL,KUSTAGI,20163,GMHPS GUDDADA DEVALAPUR,29070404201,GUDDADA DEVALAPUR,131,127,4,0,119,0,12,128,1,2,0,120,11,2,125,4,124,7,0,88,39,4,128,3,0,121,9,1,76,33,22,Guddada Devalapura,Koppal,Kustagi,24/11/2016,GMHPS Guddada devalapura,20163,Jageergudadur,0.77,0.38,0.46,0.38,0.38,0.46,0.31,0.54,0.54,0.62,0.69,0.46,0.69,0.69,0.23,0.62,0.62,0.85,0.31,0.23,10.23
KOPPAL,KUSTAGI,20278,GHPS GUMAGERI,29070404301,GUMAGERI,95,58,29,8,50,39,6,93,0,2,39,46,10,56,30,9,95,0,0,53,35,7,95,0,0,54,29,12,42,28,25,Gumageri,Koppal,Kustagi,26/11/2016,GHPS Gumageri,20278,Gumageri,0.93,0.29,0.5,0.36,0.57,0.5,0.57,0.5,0.57,0.64,0.14,0.29,0.86,0.36,0.29,0.36,0.43,0.57,0.79,0.5,10
KOPPAL,KUSTAGI,20298,GHPS HABALAKATTI,29070404401,HABALAKATTI,100,63,37,0,65,20,15,67,33,0,21,68,11,0,0,100,99,1,0,96,4,0,83,17,0,72,26,2,14,73,13,Habalakatti,Koppal,Kustagi,09/02/2017,GHPS Habalakatti,20298,Habalakatti,0.95,0.65,0.6,0.45,0.4,0.85,0.95,0.8,1,0.9,0.95,0.6,0.9,0.55,0.8,0,0.9,0.7,0.95,0.6,14.5
KOPPAL,KUSTAGI,20255,GLPS HADAGALI,29070404501,HADAGALI,20,16,4,0,20,0,0,14,0,6,0,17,3,11,1,8,20,0,0,5,5,10,17,0,3,3,9,8,0,17,3,Hadagali,Koppal,Kustagi,08/10/2016,GLPS Hadagali,20255,Sanganhal,1,0.33,1,0.67,0,0.33,0.33,1,0.67,1,0.67,0.67,1,0.67,0,0.33,0.33,0.67,0.33,0.33,11.33
KOPPAL,KUSTAGI,20130,GLPS HANUMAGIRI,29070404701,HANAMGIRI,70,35,26,9,33,27,10,56,10,4,51,17,2,18,43,9,61,7,2,56,13,1,57,12,1,61,8,1,9,37,24,Hanumagiri,Koppal,Kustagi,28/01/2017,GHPS hanumagiri,20130,Adavibhavi,0.78,0.67,0.67,0.44,0.56,0.89,0.56,0.78,0.89,1,0.78,0.33,1,0.44,0.22,0.44,0.67,0.89,1,0,13
KOPPAL,KUSTAGI,20164,GMHPS HANUMANHAL,29070405001,HANUMANHAL,263,186,76,1,141,56,66,199,63,1,36,149,78,13,220,30,201,61,1,178,85,0,204,59,0,203,60,0,119,94,50,Hanumanhal,Koppal,Kustagi,20/01/2017,GMPS Hanumanhal,20164,Hanumanhal,0.86,0.6,0.56,0.44,0.61,0.51,0.44,0.72,0.81,0.84,0.58,0.42,0.77,0.61,0.44,0.79,0.63,0.49,0.68,0.42,12.23
KOPPAL,KUSTAGI,20181,GBOYS HPS HANUMASAGAR,29070404801,HANUMASAGAR,149,118,30,1,10,91,48,129,18,2,7,84,58,92,31,26,135,14,0,125,24,0,132,17,0,124,25,0,80,42,27,Hanumasagar,Koppal,Kustagi,04/12/2016,GHPBS Hanumasagar,20181,Hanumasagar,0.93,0.57,0.86,0.79,0.57,0.86,0.86,0.93,0.71,0.71,0.71,0.64,0.86,0.93,0.43,0.14,1,1,0.86,0.79,15.14
KOPPAL,KUSTAGI,20182,GGIRLS HPS HANUMASAGAR,29070404802,HANUMASAGAR,130,123,6,1,3,108,19,125,5,0,5,108,17,118,3,9,124,6,0,109,21,0,126,4,0,124,6,0,75,44,11,Hanumasagar,Koppal,Kustagi,04/12/2016,GHPGS Hanumasagar,20182,Hanumasagar,0.71,0.12,0.47,0.53,0.53,0.53,0.47,0.71,0.53,0.82,0.41,0.18,0.65,0.59,0.06,0.82,0.65,0.88,0.71,0.06,10.41
KOPPAL,KUSTAGI,20183,GHPS HARIJANWADA HANUMASAGAR,29070404803,HANUMASAGAR,90,87,2,1,0,89,1,90,0,0,0,88,2,76,6,8,90,0,0,73,15,2,86,4,0,85,5,0,57,23,10,Harijanwada hanumasagar,Koppal,Kustagi,06/12/2016,GHPS Harijanwada hanumasagar,20183,Hanumasagar,0.93,0.33,0.2,0.87,0.13,0.6,0.67,0.67,0.6,0.8,0.4,0.6,0.93,0.67,0.2,0,0.73,0.87,0.8,0.4,11.4
KOPPAL,KUSTAGI,20149,GLPS HESARURU,29070405101,HESARUR,45,34,9,2,27,11,7,27,11,7,17,20,8,30,7,8,37,2,6,8,26,11,37,2,6,30,9,6,10,26,9,Hesaruru,Koppal,Kustagi,17/12/2016,GLPS Hesaruru,20149,Dotihal,0.9,0.9,1,0.8,0.7,0.7,0.7,0.8,1,0.9,0.8,0.5,1,0.6,0.7,0.6,0.4,1,0.8,0,14.8
KOPPAL,KUSTAGI,20333,GHPS HIREBANNIGOL,29070405201,HIREBANNIGOL,80,43,36,1,54,26,0,49,26,5,42,37,1,38,34,8,66,14,0,39,39,2,55,24,1,50,29,1,21,41,18,Hirebannigol,Koppal,Kustagi,25/11/2016,GHPS Hirebannigol,20333,Hirebannigol,0.85,0.45,0.35,0.35,0.6,0.45,0.3,0.65,0.6,0.6,0.7,0.65,1,0.5,0.2,0.9,0.95,0.85,0.85,0.15,11.95
KOPPAL,KUSTAGI,20334,GLPS SC COLONY HIREBANNIGOL,29070405202,S C COLONY HIREBANNIGOL,15,9,6,0,5,6,4,7,5,3,0,9,6,6,7,2,8,7,0,5,9,1,10,5,0,9,6,0,1,6,8,Hirebannigol,Koppal,Kustagi,26/11/2016,GLPS SC Colony Hirebannigol,20334,Hirebannigol,1,0.67,0.33,0,0.67,0,0.33,0.33,0.67,0.67,0.67,0.67,1,0.67,0.67,0.67,1,0.67,0.67,0,11.33
KOPPAL,KUSTAGI,20299,GHPS HIREGONNAGAR,29070405301,HIREGONNAGAR,120,66,54,0,90,30,0,72,48,0,12,90,18,72,48,0,115,5,0,46,73,1,117,3,0,74,46,0,2,96,22,Hiregonnagar,Koppal,Kustagi,17/12/2016,GHPS Hiregonnagar,20299,Hiregonnagar,0.74,0.42,0.74,0.47,0.37,0.58,0.63,0.63,0.58,0.68,0.74,0.42,0.89,0.53,0.47,0,0.79,0.84,0.42,0.05,11
KOPPAL,KUSTAGI,20256,GLPS HIREMUKARTINHAL,29070405501,HIREMUKARTINAL,102,98,4,0,53,43,6,69,27,6,83,14,5,76,11,15,80,11,11,23,60,19,39,8,55,36,12,54,64,29,9,Hiremukartinhal,Koppal,Kustagi,24/12/2016,GHPS Hiremukartinhal,20256,Menedal,1,0.83,0.5,0.83,0.5,0.83,0.5,0.83,0.67,0.33,0.83,0.33,0.83,0.83,0.67,0,0.17,0.83,1,0.33,12.67
KOPPAL,KUSTAGI,20257,GHPS HIRETAMMINHAL,29070405701,HIRETAMMINHAL,114,114,0,0,114,0,0,114,0,0,112,1,1,106,0,8,104,7,3,67,41,6,97,16,1,81,31,2,90,24,0,Hiretamminhal,Koppal,Kustagi,08/10/2016,GHPS Hiretamminhal,20257,Sanganhal,0.6,0.4,0.5,0.2,0.2,0.5,0.6,0.5,0.7,0.7,0.2,0.2,0.8,0.5,0,0,0.4,0.1,0.3,0,7.4
KOPPAL,KUSTAGI,20259,GLPS HONAGADDI,29070405901,HONAGADDI,40,39,1,0,30,4,6,31,5,4,15,20,5,22,10,8,39,1,0,23,10,7,32,6,2,30,5,5,5,24,11,Honagaddi,Koppal,Kustagi,26/11/2016,GLPS Honagaddi,20259,Lingadalli,0.6,0.6,0.8,0.6,0.6,0.6,0.4,0.6,0.6,0.4,0.4,0,0.6,0.4,0.2,1,0.4,0,0.6,0.6,10
KOPPAL,KUSTAGI,20131,GHPS HOSALLI,29070406001,HOSALLI,80,54,26,0,50,29,1,70,10,0,23,51,6,33,42,5,72,6,2,53,24,3,70,10,0,52,27,1,10,57,13,Hosahalli,Koppal,Kustagi,28/01/2017,GHPS Hosahalli,20131,Adavibhavi,0.8,0.3,0.5,0.6,0.3,0.5,0.3,0.8,0.8,0.6,0.2,0,0.9,0.4,0,0.1,0.2,0.6,0.8,0.1,8.8
KOPPAL,KUSTAGI,20316,GMHPS HULAGERI,29070406301,HULAGERI,110,67,43,0,70,40,0,66,44,0,0,88,22,0,0,110,110,0,0,62,48,0,109,1,0,67,43,0,0,87,23,Hulageri,Koppal,Kustagi,24/11/2016,GMHPS Hulageri,20316,Hulageri ,0.64,0.64,0.64,0.5,0.36,0.5,0.57,0.5,0.57,0.5,0.43,0.07,0.64,0.07,0,0,0.21,0.71,0.43,0,8
KOPPAL,KUSTAGI,20188,GLPS  HULAGERI (WEST ),29070406304,HULAGERI,69,41,28,0,45,24,0,33,36,0,23,45,1,38,31,0,67,2,0,30,39,0,66,3,0,48,21,0,1,51,17,Hulageri (West),Koppal,Kustagi,24/11/2016,GLPS Hulageri (West),20188,Hulageri ,0.87,0.33,0.4,0.4,0.4,0.47,0.4,0.6,0.73,0.6,0.2,0.4,0.8,0.2,0.13,0,0.33,0.2,0.4,0,7.87
KOPPAL,KUSTAGI,20317,GLPS HULAGERI TANDA,29070406302,HULAGERI TANDA,46,18,28,0,6,27,13,22,18,6,2,29,15,0,44,2,40,6,0,10,31,5,33,12,1,12,33,1,0,26,20,Hulageri Thanda,Koppal,Kustagi,24/11/2016,GLPS Hulageri Thanda,20317,Hulageri ,1,0,0.25,0.13,0.13,0,0,0.38,0.38,0.5,0.13,0.25,0.63,0.25,0,0,0.38,0.13,0.25,0,4.75
KOPPAL,KUSTAGI,20261,GLPS HULIYAPUR TANDA,29070406402,HULIYAPUR TANDA,27,24,3,0,27,0,0,7,8,12,0,27,0,0,3,24,26,0,1,7,15,5,26,0,1,9,15,3,1,18,8,Huliyapur Tanda,Koppal,Kustagi,24/12/2016,GLPS Huliyapur Tanda,20261,Menedal,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.75,0.25,0,0,0,0,0,0,2.25
KOPPAL,KUSTAGI,20132,GHPS HULSAGERI,29070406501,HULASGERA,100,53,46,1,51,49,0,55,43,2,48,51,1,60,39,1,81,18,1,47,50,3,60,35,5,33,60,7,4,69,27,Hulsageri,Koppal,Kustagi,28/01/2017,GHPS Hulsageri,20132,Adavibhavi,0.84,0.74,0.79,0.79,0.74,0.79,0.95,0.84,1,1,0.89,0.58,1,0.79,0.42,0,0.84,0.74,0.89,0,14.63
KOPPAL,KUSTAGI,20212,GLPS RAMPUR.J,29070414001,J.RAMPUR,25,16,8,1,18,1,6,25,0,0,20,2,3,24,0,1,24,1,0,16,9,0,25,0,0,21,3,1,10,15,0,J Rampur,Koppal,Kustagi,23/11/2016,GLPS J Rampur,20212,Jumalapur,0.75,0.17,0.25,0.08,0.25,0.33,0.42,0.67,0.58,0.5,0.17,0.25,0.75,0.08,0.17,0.58,0.42,0.25,0.25,0,6.92
KOPPAL,KUSTAGI,20300,GHPS JAGEERGUDADUR,29070406801,JAGEERGUDADUR,140,106,34,0,82,13,45,127,10,3,16,77,47,79,24,37,121,19,0,107,32,1,114,25,1,109,26,5,73,52,15,Jageergudadur,Koppal,Kustagi,23/11/2016,GHPS Jageergudadur,20300,Jageergudadur,0.87,0.33,0.4,0.4,0.4,0.2,0.13,0.87,0.53,0.67,0.6,0.47,0.87,0.6,0.13,0.87,0.8,0.8,0.67,0.33,10.93
KOPPAL,KUSTAGI,20312,GLPS JAGIR TIMMANAHATTI,29070418201,J.TIMMANAHATTI,25,13,12,0,25,0,0,18,7,0,0,25,0,14,11,0,24,1,0,3,22,0,17,8,0,16,9,0,3,21,1,Jagir Thimmanahatti,Koppal,Kustagi,10/12/2016,GLPS Jagir Thimmanahatti,20312,Tumarikoppa,0.75,0.25,0.75,0,0.5,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.75,0,0.5,0.75,0.25,0.75,0,10.25
KOPPAL,KUSTAGI,20220,GLPS JULAKUNTI,29070407001,JULAKUNTI,90,57,33,0,31,56,3,89,1,0,81,8,1,0,0,90,88,2,0,57,33,0,88,2,0,77,13,0,22,44,24,Julakunti,Koppal,Kustagi,03/12/2016,GLPS Julakunti,20220,Kilarhatti,1,0,0.17,0.83,0.83,0.33,0.17,1,0.67,0.5,0.5,0.33,0.67,0.5,0,0.33,0.83,0.83,0.5,0.33,10.33
KOPPAL,KUSTAGI,20203,GHPS JUMALAPUR,29070407201,JUMLAPUR,125,74,51,0,92,29,4,125,0,0,78,46,1,58,66,1,112,13,0,95,30,0,117,8,0,107,18,0,39,63,23,Jumalapur,Koppal,Kustagi,23/11/2016,GHPS Jumalapur,20203,Jumalapur,0.54,0.46,0.62,0.15,0.23,0.31,0.38,0.77,0.46,0.69,0.23,0.62,0.69,0.38,0.08,0.69,0.69,0.62,0.62,0,9.23
KOPPAL,KUSTAGI,20199,GLPS.K.BENCHAMATTI,29070401401,K.BENCHAMATTI,9,8,1,0,2,5,2,9,0,0,0,9,0,2,0,7,7,2,0,1,8,0,6,2,1,3,5,1,0,1,8,K Benchamatti,Koppal,Kustagi,17/12/2016,GLPS K Benchamatti,20199,Mudenur,0.5,0,0,0,0,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,0,0,0.5,0,0.5,0,7.5
KOPPAL,KUSTAGI,20301,GHPS KADIVAL,29070407501,KADIVAL,110,103,7,0,0,103,7,109,0,1,0,103,7,1,100,9,110,0,0,82,23,5,108,2,0,103,7,0,58,37,15,Kadival,Koppal,Kustagi,24/12/2016,GHPS Kadival,20301,Malagitti,0.71,0.59,0.59,0.47,0.47,0.47,0.65,0.76,0.88,0.82,0.35,0.65,0.71,0.53,0.29,0.35,0.71,0.59,0.76,0.59,11.94
KOPPAL,KUSTAGI,20222,GLPS KALAMALLI TANDA,29070408002,KALAMALLI TANDA,60,32,24,4,2,51,7,60,0,0,32,19,9,27,28,5,46,10,4,30,27,3,41,14,5,36,19,5,9,41,10,Kalamalli Tanda,Koppal,Kustagi,03/12/2016,GLPS Kalamalli Tanda,20222,Kilarhatti,1,0.6,0.4,1,0.6,1,1,1,1,0.8,0.6,1,0.8,0.8,0.4,0,0.8,1,1,0,14.8
KOPPAL,KUSTAGI,20151,GHPS KALKERI,29070407901,KALAKERI,55,42,7,6,32,11,12,33,10,12,34,10,11,33,10,12,44,0,11,11,22,22,42,2,11,43,3,9,11,23,21,Kalkeri,Koppal,Kustagi,07/01/2017,GHPS Kalkeri,20151,Kesur,0.89,0.67,0.78,0.78,0.67,0.89,0.78,0.78,1,1,1,0.67,1,0.33,0,1,1,1,1,0.11,15.33
KOPPAL,KUSTAGI,20186,GHPS KALLONI HANAMSAGAR,29070404807,HANAMSAGAR,79,69,6,4,12,65,2,75,0,4,8,70,1,1,10,68,72,2,5,46,19,14,54,18,7,37,39,3,38,25,16,Kalloni hanumasagar,Koppal,Kustagi,06/12/2016,GHPS Kalloni hanumasagar,20186,Hanumasagar,0.83,0.5,0.83,0.83,0.67,0.17,0.5,0.33,1,1,0.83,0.17,0.83,0.5,0.5,0.83,0,0.5,0.17,0.33,11.33
KOPPAL,KUSTAGI,20262,GLPS KANNAL,29070408201,KANNAL,29,24,3,2,22,5,2,17,11,1,18,10,1,22,0,7,20,2,7,18,4,7,26,3,0,17,10,2,12,14,3,Kannal,Koppal,Kustagi,08/10/2016,GLPS Kannal,20262,Sanganhal,1,0.5,1,1,1,0.5,0.5,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,14.5
KOPPAL,KUSTAGI,20322,GHPS KATAPUR,29070408401,KATAPUR,110,65,45,0,64,45,1,51,59,0,35,72,3,0,0,110,109,1,0,56,54,0,110,0,0,74,36,0,1,74,35,Katapur,Koppal,Kustagi,01/12/2016,GHPS Katapur,20322,Katapur,1,0.5,0.5,0.69,0.44,0.44,0.56,0.81,0.94,0.94,0.88,0.81,0.69,1,0.75,0.06,0.75,0.94,1,0.94,14.63
KOPPAL,KUSTAGI,20323,GLPS A.B.KATAPUR,29070408402,KATAPUR,50,35,15,0,23,19,8,35,14,1,7,33,10,22,20,8,39,8,3,14,30,6,30,18,2,17,26,7,0,14,36,Katapur,Koppal,Kustagi,01/12/2016,GLPS Katapu J Badavane,20323,Katapur,0.64,0.91,0.73,0.91,0.82,0.91,1,0.82,0.82,0.55,1,0.82,0.82,0.82,0.55,0,0.64,0.64,1,0.82,15.18
KOPPAL,KUSTAGI,20152,GHPS KESUR,29070408601,KESUR,70,41,14,15,40,19,11,37,19,14,38,18,14,35,19,16,68,2,0,22,29,19,56,1,13,55,3,12,30,25,15,Kesur,Koppal,Kustagi,07/01/2017,GHPS Kesur,20152,Kesur,1,0.5,0.63,0.63,0.38,0.5,0.63,0.75,0.88,1,0.88,0.63,0.75,0.5,0.25,1,0.75,1,0.5,0.88,14
KOPPAL,KUSTAGI,20223,GHPS KIDADUR,29070408701,KIDADUR,65,40,25,0,56,2,7,64,1,0,41,15,9,47,14,4,61,2,2,46,17,2,60,5,0,56,9,0,12,43,10,Kidadur,Koppal,Kustagi,03/12/2016,GHPS Kidadur,20223,Kilarhatti,1,0.6,0.8,0.4,0.6,0.4,0.6,1,0.8,0.6,0.6,0.4,1,0,0.2,0,0.6,0.6,0.8,0,11
KOPPAL,KUSTAGI,20224,GHPS KILARHATTI,29070408801,KILLARHATTI,59,37,22,0,3,34,22,55,4,0,41,5,13,24,28,7,52,7,0,36,23,0,53,6,0,50,9,0,8,50,1,Kilarhatti  ,Koppal,Kustagi,03/12/2016,GHPS Kilarhatti,20224,Kilarhatti,0.67,0.11,0.11,0.22,0.11,0.11,0.11,0.44,0.67,0.56,0.33,0.11,0.67,0.22,0,0,0.11,0.67,0.11,0.11,5.44
KOPPAL,KUSTAGI,20225,GLPS KILARHATTI TANDA,29070408802,KILLARHATTI TANDA,29,22,7,0,4,18,7,27,1,1,6,21,2,4,20,5,29,0,0,23,6,0,29,0,0,27,2,0,5,16,8,Kilarhatti Tanda,Koppal,Kustagi,03/12/2016,GLPS Kilarhatti Tanda,20225,Kilarhatti,0.75,0,0.25,0.5,0.25,0,0.5,0.5,0.75,0.75,0.75,0.5,0.5,1,0,1,0.75,1,1,0,10.75
KOPPAL,KUSTAGI,20302,GLPS KONAPUR,29070409001,KONAPUR,120,86,34,0,37,72,11,106,8,6,119,1,0,68,37,15,101,18,1,14,57,49,107,13,0,75,45,0,47,69,4,Konapur,Koppal,Kustagi,24/11/2016,GLPS Konapur,20302,Jageergudadur,0.5,0.36,0.14,0.43,0.5,0.57,0.43,0.64,0.86,0.64,0.71,0.36,0.86,0.5,0,0.57,0.29,0.36,0.5,0.36,9.57
KOPPAL,KUSTAGI,20204,GLPS KUDLUR,29070409201,KUDLUR,20,20,0,0,9,6,5,20,0,0,8,8,4,7,3,10,20,0,0,9,3,8,20,0,0,12,5,3,4,5,11,Kudlur,Koppal,Kustagi,17/12/2016,GLPS Kudlur,20204,Mudenur,1,0.2,0.2,0.2,0.4,0,0,0.8,0.8,0.6,0.6,0.4,1,0.4,0.4,0.2,0.6,0.4,0.8,0.6,9.6
KOPPAL,KUSTAGI,20189,GHPS KUMBALAVATHI,29070409301,KUMBALAVATHI,179,99,80,0,99,78,2,91,84,4,103,71,5,92,82,5,148,29,2,99,75,5,143,33,3,103,70,6,43,110,26,Kumbalavathi,Koppal,Kustagi,11/02/2017,GHPS Kumbalavathi,20189,Benakanhala,0.91,0.18,0.27,0.27,0.18,0.36,0.36,0.45,0.73,0.82,0.82,0.18,0.82,0.55,0.09,0.18,0.55,0.64,0.73,0.27,9.36
KOPPAL,KUSTAGI,20185,GHPS KURABAGERI HANUMASAGAR,29070404805,HANUMASAGAR,171,120,50,1,30,97,44,146,25,0,23,106,42,108,46,17,141,27,3,130,39,2,140,28,3,120,48,3,88,62,21,Kurabageri hanumasagar,Koppal,Kustagi,04/12/2016,GHPS Kurabageri hanumasagar,20185,Hanumasagar,0.88,0.63,0.75,0.81,0.69,0.69,0.75,0.81,0.88,0.94,0.94,0.38,0.94,0.44,0.38,0.25,0.81,0.75,0.88,0.63,14.19
KOPPAL,KUSTAGI,20287,GHPS KURUBANHAL.H,29070409401,KURUBNAL,90,58,23,9,48,31,11,83,2,5,43,33,14,48,29,13,78,6,6,56,25,9,77,8,5,62,18,10,38,32,20,Kurubanhal,Koppal,Kustagi,03/12/2016,GHPS Kurubanhal,20287,Kandakur,0.6,0.3,0.7,0.6,0.8,0.4,0.3,0.7,1,0.7,0,0.6,0.6,0.4,0,0.7,0.6,0.9,0.4,0,10.3
KOPPAL,KUSTAGI,20167,GLPS KURUBANHAL..M,29070409501,M.KURUBNHAL,38,33,3,2,28,4,6,37,1,0,7,28,3,0,0,38,32,4,2,21,8,9,25,11,2,16,19,3,20,8,10,Kurubanhal N,Koppal,Kustagi,20/01/2017,GLPS Kurubanhal N,20167,Hanumanhal,1,0.2,0.8,0.8,0.8,0.8,0,0.8,0.4,1,0.8,0,1,0.2,0.2,0.4,1,1,0.8,0.8,12.8
KOPPAL,KUSTAGI,20153,GHPS KYADIGUPPA,29070409701,KYADIGUPPA,129,76,27,26,71,28,30,72,28,29,64,34,31,70,30,29,126,0,3,37,50,42,102,2,25,102,2,25,53,44,32,Kyadiguppa,Koppal,Kustagi,24/09/2016,GHPS Kyadiguppa,20153,Kyadiguppa,0.89,0.68,0.89,0.47,0.32,0.42,0.37,0.84,0.95,0.89,0.74,0.63,0.89,0.53,0.21,0.32,0.53,0.84,0.95,0.26,12.63
KOPPAL,KUSTAGI,20338,GLPS MADALAGATTA,29070409901,MADALAGATTA,45,36,9,0,20,22,3,30,15,0,5,32,8,17,18,10,37,3,5,19,23,3,28,5,12,24,11,10,1,20,24,Madalu Gatta,Koppal,Kustagi,21/01/2017,GLPS Madala Gatta,20338,Koradakera,1,0.6,0.6,0.8,0.8,0.6,0.2,0.8,1,1,0.8,0.4,1,0.6,0.6,1,0.6,1,0.6,1,15
KOPPAL,KUSTAGI,20191,GHPS MADANHAL,29070410201,MADANHAL,75,75,0,0,75,0,0,74,1,0,0,74,1,1,0,74,75,0,0,62,13,0,75,0,0,75,0,0,75,0,0,Madanhal,Koppal,Kustagi,21/01/2017,GHPS Madanhal,20191,Yaragera,0.92,0.75,0.83,1,0.75,0.42,0.83,0.92,1,1,0.67,0.5,0.92,0.92,0.33,0.33,1,1,1,0.75,15.83
KOPPAL,KUSTAGI,20303,GMHPS MALAGITTI,29070410301,MALAGITTI,155,100,54,1,89,30,36,122,31,2,28,84,43,6,132,17,126,28,1,85,66,4,118,37,0,104,51,0,71,64,20,Malagitti,Koppal,Kustagi,24/12/2016,GMPS Malagitti,20303,Malagitti,0.9,0.37,0.57,0.43,0.63,0.43,0.5,0.83,0.83,0.73,0.5,0.33,0.83,0.47,0.37,0.67,0.73,0.57,1,0.47,12.17
KOPPAL,KUSTAGI,20137,GLPS MALKAPUR,29070410401,MALKAPUR,40,25,15,0,20,15,5,31,9,0,11,23,6,19,16,5,29,5,6,11,22,7,21,15,4,16,17,7,0,33,7,Malkapur,Koppal,Kustagi,28/01/2017,GHPS Malkapur,20137,Adavibhavi,1,0.67,0.67,0.83,0.83,0.67,0.67,1,0.83,1,0.83,0.5,1,0.67,0.5,0.5,0.83,0.83,1,0.83,15.67
KOPPAL,KUSTAGI,20284,GLPS MANAKALIKERI,29070407902,MANAKALAKERI,15,15,0,0,7,4,4,11,0,4,4,8,3,8,7,0,14,1,0,5,10,0,13,0,2,11,4,0,2,13,0,Manakalakeri,Koppal,Kustagi,10/12/2016,GLPS Manakalakeri,20284,Bijakal,0.67,0.67,0.67,0.33,0.33,1,1,1,0.67,0.67,0.33,0.33,0.67,0,0,0.33,0,0,0,0,8.67
KOPPAL,KUSTAGI,20304,GHPS MASTAKATTI,29070410801,MASTAKATTI,94,94,0,0,94,0,0,94,0,0,0,94,0,0,0,94,94,0,0,83,11,0,94,0,0,94,0,0,94,0,0,Mastakatti,Koppal,Kustagi,09/02/2017,GHPS Mastakatti,20304,Habalakatti,0.8,0.6,0.47,0.27,0.13,0.4,0.53,0.73,0.47,0.73,0.4,0.6,1,0.6,0.33,0.4,1,0.53,0.53,0.6,11.13
KOPPAL,KUSTAGI,20154,GLPS MATUR,29070410901,MATUR,20,6,14,0,11,0,9,14,2,4,2,14,4,3,9,8,16,3,1,3,11,6,17,1,2,13,5,2,7,13,0,Matur,Koppal,Kustagi,17/12/2016,GLPS Matur,20154,Dotihal,1,0.71,0.57,0.43,0.14,1,0.86,0.57,0.57,0.29,1,0.57,1,0.43,0.43,0.71,0.57,0.86,0.43,0,12.14
KOPPAL,KUSTAGI,20192,GHPS MAVINAITAGI,29070410501,MAVINAITAGI,110,57,53,0,77,30,3,48,62,0,13,63,34,0,0,110,110,0,0,48,62,0,108,2,0,66,44,0,1,74,35,Mavinatagi,Koppal,Kustagi,21/01/2017,GHPS Mavinatagi,20192,Yaragera,0.96,0.87,0.91,0.91,0.87,0.83,0.91,0.87,1,1,0.87,1,1,0.43,0.7,0.91,0.96,1,1,0.48,17.48
KOPPAL,KUSTAGI,20206,GLPS MEGURU,29070411201,MEGURU,24,24,0,0,16,2,6,16,3,5,7,13,4,15,9,0,21,3,0,7,17,0,20,1,3,15,7,2,6,18,0,Meguru,Koppal,Kustagi,03/12/2016,GLPS Meguru,20206,Siragumpi,1,0.17,0.5,0,0.17,0.5,0.33,0.83,0.67,0.67,0.17,0.5,0.67,0,0,0,0.17,0.67,0.5,0.17,7.67
KOPPAL,KUSTAGI,20266,GLPS METINHAL,29070411501,METTINAL,50,32,18,0,0,50,0,50,0,0,0,50,0,28,0,22,46,2,2,17,28,5,33,11,6,28,16,6,18,32,0,Metinhal,Koppal,Kustagi,08/10/2016,GLPS Metinhal,20266,Sanganhal,0.75,0.38,0.25,0.25,0.25,0.25,0.13,0.38,0.13,0.13,0.13,0.13,0.88,0,0,0,0.13,0,0,0.13,4.25
KOPPAL,KUSTAGI,20168,GHPS MITTALAKOD,29070411601,MITTALAKOD,183,122,60,1,44,98,41,150,29,4,29,102,52,89,60,34,144,35,4,114,68,1,140,43,0,130,53,0,95,64,24,Mittalakod,Koppal,Kustagi,08/10/2016,GHPS Mittalakod,20168,Tuggaladoni,0.85,0.08,0.08,0.08,0,0,0.08,0.77,1,1,0.31,0.08,0.77,0.08,0.38,0.54,0.46,0.46,0.54,0.08,7.62
KOPPAL,KUSTAGI,20138,GHPS MIYYAPUR,29070411701,MIYYAPUR,89,33,56,0,36,53,0,40,49,0,31,58,0,27,61,1,78,11,0,54,35,0,58,31,0,46,43,0,12,77,0,Miyyapur,Koppal,Kustagi,28/01/2017,GHPS Miyyapur,20138,Adavibhavi,0.92,0.67,0.58,0.5,0.25,0.58,0.67,1,0.92,0.92,0.58,0.25,0.92,0.42,0.25,0,0.58,0.83,0.92,0,11.75
KOPPAL,KUSTAGI,20207,GLPS MUDDALAGUNDI,29070411801,MUDDALAGUNDI,37,22,15,0,22,8,7,37,0,0,26,7,4,24,13,0,33,4,0,21,16,0,34,3,0,28,9,0,9,20,8,Muddalagundi,Koppal,Kustagi,23/11/2016,GHPS Muddalagundi,20207,Jumalapur,0.5,0,0.17,0,0.17,0,0.17,0.67,0.67,0.83,0.33,0.33,0.83,0.17,0.17,0.33,0.17,0.5,0.67,0.17,6.83
